GeoName,StateAbbrev,HPI_med,HPI_med_annual_change,Med_house_count,grant_amount,number_of_properties,number_of_grants,protection_grant,accommodation_grant,relocation_grant,planning_grant,protection_amount,accommodation_amount,relocation_amount,planning_amount,unemployment_rate,population,fips,Schools,LawEnforcement,FireEMS,HospitalMedical,Census_Division,amenity_scale,amenity_rank,household_income,hh_income_pct_state_total,Mean_Jan_Temp,Mean_Jul_Temp,Mean_rel_humidity,pct_no_hs,pct_hs_only,pct_some_college,pct_bachelors_or_higher,white_only,black_only,asian_only,native_american_only,multiracial,hispanic,Inundated_2020,Inundated_2100,FP100_2020,FP100_2100,July_avg_temp_19,July_1901_2000_avg,X1,state_fips,Protection,Hardened_Structures_Limited,Accommodation,Retreat,Setback,State_Permitting_Authority,State_Climate_Policy,Years_since_policy_enacted,Standardized_Climate_data_expectations,Emphasized_green_protection,Climate_Policy_Mainstreaming,Years_since_first_state_climate_report,RPS,CAI,Barriers,grants_pc,grant_money_pc,pct_black,pct_hispanic,pct_white,pct_native_american,pct_asian,FP100_change_rate,July_avg_med,region
Solano County,CA,897.6800000000001,8.765,155300.5,282236.99,0.3,0.65,0.15,0.1,0,0.2,67058.1,23307.75,0,26261.89,6.805,412128.5,6095,132,12,33,9,9,5.88,6,85704,106.6,45,75.7,28,13.9,24.15,37.8,24.15,250857,63569,63027,5006,30604,99356,2408,45028,28475,140528,73.5,72.6,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",1.5771779918156595e-6,0.6848276447758406,15.424558117189177,24.108014854590255,60.86863684506167,1.2146696964660295,15.29304573694855,1400.6625,73.05,West
Somerset County,MD,154.51999999999998,0.44,11259,89386.2325,0.1,0.6,0.1,0.2,0.05,0.2,9291.3,64820.75,2666.65,10584.5325,7.8,25823,24039,11,7,10,3,5,-0.04,3,38731,44.7,38,79.3,72,24.6,38.25,24.15,13,14473,11283,187,86,441,863,3378,18745,37323,23012,81,76.8,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",2.3235100491809627e-5,3.461496824536266,43.693606474848,3.3419819540719513,56.04693490299345,0.33303644038260466,0.7241606319947334,178.8875,77.25,East
Somerset County,NJ,676.5450000000001,2.08,125543.5,2486982.55,9,1.4,0,0.1,0.55,0.05,0,7767.65,2369207.8,1650,4.645,322843,34035,152,21,93,5,2,-1.44,3,112722,131.4,29.8,74.5,60,7.95,20.9,20.55,50.6,239960,30206,46529,885,5853,42091,646,1458,1322,2945,77.7,73.1,13,34,1,0,1,1,2,0,0,NA,0,1,1,0,1,1,resources and partisanship,4.3364731463900406e-6,7.703380745439733,9.356250561418399,13.037606514621658,74.3271497291253,0.2741270524682276,14.4122685020273,20.2875,77.25,Northeast
Sonoma County,CA,1051.795,6.8149999999999995,206647,2910373.6205,8.25,2,0.15,0.45,0,0.6,305737.6,1173545.647,0,98145.7235,5.515,482117,6097,236,15,93,9,9,7.93,7,87084,108.3,46.1,66.8,60,13.15,19.55,35.25,32,426080,8810,19369,10578,18902,120430,942,1849,1567,5706,67.2,65.5,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",4.148370623728265e-6,6.036654215677937,1.827357259752301,24.97941371077975,88.37688776790696,2.1940732228898794,4.017489530549638,51.7375,66.35,West
Spotsylvania County,VA,387.89,4.325,46373.5,0,0,0,0,0,0,0,0,0,0,0,3.94,122007,51177,38,2,16,1,5,-0.97,3,90262,118,35.4,76.9,72,12.5,30.55,29.65,27.25,96129,19188,2920,506,3632,9278,0,0,894,1499,78.8,75.5,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",0,0,15.72696648552952,7.604481710065817,78.78974157220487,0.4147303023597007,2.3933053021547943,7.5625,77.15,East
Stafford County,VA,460.04499999999996,4.34,46915,8178.8,0,0.1,0,0,0,0.1,0,0,0,8178.8,3.85,128140.5,51179,36,5,19,1,5,-0.12,3,109090,142.7,35.4,76.9,72,9.1,25.45,30.7,34.75,97365,22537,3776,709,4548,11875,37,1743,8054,24783,80.4,75.7,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",7.803933963110804e-7,0.06382681509749065,17.587725972662817,9.267171581194079,75.98300303182835,0.553298917984556,2.9467654644706394,209.1125,78.05000000000001,East
Strafford County,NH,306.04499999999996,3.925,52993,78258.3,0.05,0.65,0.05,0.35,0.05,0.15,706.05,65315.4,8136.85,1200,3.765,123117,33017,59,15,22,2,1,-0.1,3,71486,91,22.8,69.2,68,10.4,29,29.45,31.1,116136,1306,3235,297,2166,2201,215,1452,1120,3921,72.5,68.8,12,33,1,0,1,0,2,1,0,NA,0,1,2,12,1,2,none identified directly,5.279530852766068e-6,0.6356417066692659,1.0607795836480745,1.7877303702981715,94.32978386412924,0.2412339481956188,2.6275818936458815,35.0125,70.65,Northeast
Suffolk County,MA,841.985,7.08,326568,105048.325,7.95,0.45,0,0.05,0,0.25,0,9700.2,0,42612.1,5.105,720993,25025,269,26,50,23,1,0.83,4,75843,88.5,29.2,73.3,66,17.8,23.9,19.05,39.3,457720,178647,61303,5408,18838,143455,10746,975251,502437,2381109,76,71.1,10,25,1,1,1,0,0,1,0,NA,1,0,2,10,1,2,"resources, public perceptions, political patisanship, lack of planning horizon",6.241392080089543e-7,0.14569950748481608,24.777910465150146,19.896864463316565,63.48466628663524,0.7500766304249834,8.502579081905095,23483.4,73.95,Northeast
Suffolk County,NY,818.55,3.83,573761.5,23210984.895,1.3,1.5,0.2,0.75,0.1,0.3,20424208.5,1473105.3,119118.75,168706.845,5.095,1480524,36103,444,32,236,66,2,1.52,4,105241,146.1,30.1,72.3,63,11.6,29.3,27.15,31.9,1288247,119001,53110,8133,24743,246239,12158,202661,331271,423927,76.4,71.9,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",1.0131548019484994e-6,15.677547202882222,8.037762305778225,16.631881685133102,87.0129089430499,0.5493325336164763,3.58724343543232,1158.2,73.95,Northeast
Surry County,VA,147.26,3.4450000000000003,3528.5,0,0,0,0,0,0,0,0,0,0,0,5.18,6852,51181,3,1,6,0,5,0.79,4,59069,77.2,39.3,77.5,72,22.3,34.55,26.35,16.7,3636,3269,24,26,103,86,55,120,302,190,80.8,78.3,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",0,0,47.7086981903094,1.2551079976649153,53.06479859894922,0.37945125510799765,0.3502626970227671,1.4,79.55,East
Sussex County,DE,382.93,2.665,131672.5,112264.25,0.75,0.95,0.1,0.55,0.05,0.1,14945.5,78926.5,5518.7,8000,4.985,196318,10005,65,25,30,4,5,0.05,3,64839,92.2,35,76.1,70,17.7,33.4,26.5,22.45,162755,25675,2073,2602,4017,16954,3122,157995,99300,317800,80.3,75.7,4,10,1,0,1,0,2,0,0,NA,0,1,1,0,1,1,"local political support, public perceptions, lack of trust in public institutions",4.839087602766939e-6,0.5718489899041351,13.078270968530651,8.635988549190598,82.9037581882456,1.325400625515745,1.055939852687986,2731.25,78,Northeast
Talbot County,MD,262.74,2.085,20175.5,10407.6,0.1,0.3,0,0.15,0,0.15,0,3810.1,0,6597.5,4.805,37151,24041,12,7,7,4,5,0.1,4,75714,87.4,35.5,77.1,72,12.2,27.6,26.05,34.2,31700,4937,495,91,559,2073,455,3324,4510,7621,80.6,76.8,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",8.075152754972948e-6,0.2801431993755215,13.28900971710048,5.5799305536863075,85.32744744421416,0.2449463002341794,1.3324002045705365,38.8875,78.69999999999999,East
Tangipahoa Parish,LA,254.01999999999998,2.465,53210,1360986.15,4.45,1.85,0.15,0.8,0.3,0.1,129362.15,582777.6,401839.5,11250,7.05,120747,22105,97,10,27,21,7,-0.28,3,47860,93.6,52.3,81.6,71,22.45,35.75,23.75,18.15,81636,36780,776,416,1485,4260,1240,15986,25862,84002,82,81.2,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.5321291626292994e-5,11.271386866754453,30.46038410892196,3.5280379636761166,67.60913314616512,0.34452201711015595,0.6426660703785602,726.75,81.6,South
Taylor County,FL,176.32,3.6950000000000003,11033.5,24952.8,0.35,0.2,0,0.1,0,0,0,19063.85,0,0,6.46,21793,12123,8,5,8,1,5,2.32,4,42987,72.6,54.4,80.8,75,25.6,42.35,23.4,8.6,17195,4682,154,187,352,777,75,705,7513,5697,82.1,80.8,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",9.177258752810536e-6,1.1449915110356537,21.483962740329464,3.5653650254668934,78.90148212728857,0.858073693387785,0.7066489239664112,22.7,81.44999999999999,South
Terrebonne Parish,LA,320.485,2.6550000000000002,44858.5,6094822.6435,20.6,2,0.2,1.25,0.3,0.1,228782.0065,4338885.637,1271714.05,10755,5.095,111308,22109,54,4,26,13,7,0.5,4,51719,101.2,55.2,81.6,80,26.95,37.35,21.7,13.95,80701,21247,1186,6471,2099,4421,27903,389259,560260,523523,83.2,81.8,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",1.796816041973623e-5,54.75637549412441,19.08847522190678,3.971861860782693,72.50242570165668,5.813598303805657,1.0655119128903583,459.2125,82.5,South
Thurston County,WA,605.9549999999999,4.58,113269,469095.95,0.5,0.7,0,0.1,0,0.1,0,35970,0,7841.95,6.275,251468.5,53067,99,7,50,2,9,3.32,5,77890,99,37.2,63.6,49,8.4,22.55,36.3,32.75,213593,7041,13386,3907,14251,17787,1136,5563,3035,16534,64.2,63.4,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",2.7836488466746332e-6,1.865426285996059,2.7999530756337276,7.073251719400243,84.938272586825,1.5536737205653988,5.323131923083806,168.7375,63.8,West
Tillamook County,OR,361.49,4.23,18722.5,289308.55,0.4,0.8,0.2,0.2,0.2,0.2,115993.2,28574.65,128495.35,16245.35,6.63,25248.5,41057,22,10,20,2,9,5.54,6,52298,78.1,41.9,58.1,70,13.15,32.85,34.35,19.7,24018,96,233,315,582,2284,376,1687,1787,4839,60.8,59.8,16,41,1,0,1,0,1,1,0,NA,0,0,1,11,1,1,conflicting and partisan perceptions of need/economic development,3.168505059706517e-5,11.458445056141949,0.38022060716478207,9.046081945462106,95.12644315503891,1.2475988672594411,0.9228270986395232,38.15,60.3,West
Ulster County,NY,527.9649999999999,2.94,84513.5,309324.05,1.45,0.4,0.1,0.05,0.1,0.15,18660.85,1250.8,269797.6,19614.8,5.26,180820,36111,69,24,97,17,2,0.7,4,64090,89,26.5,74.6,62,13.8,29.85,27.65,28.75,162532,11684,3199,772,4293,15909,558,2037,4326,3345,72.5,68.8,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",2.2121446742616968e-6,1.710673874571397,6.461674593518415,8.798252405707334,89.88607454927552,0.4269439221325074,1.7691627032407917,12.2625,70.65,Northeast
Union County,NJ,754.9100000000001,3.1100000000000003,201265.5,780427,1.35,1.5,0.1,0.15,0,0.15,96533.35,282314.45,0,41065.95,6.16,534901.5,34039,248,25,79,10,2,0.14,4,79953,93.2,31.6,75.5,60,17.15,29.15,21.45,32.25,373483,123961,25846,3657,9526,146704,3672,45113,45326,163456,79.2,74.2,13,34,1,0,1,1,2,0,0,NA,0,1,1,0,1,1,resources and partisanship,2.804254615102033e-6,1.4590106776668228,23.17454708951087,27.426357936928575,69.82276176081017,0.6836772751618756,4.8319176521284755,1476.625,76.7,Northeast
Ventura County,CA,1080.725,6.51,285214,756963.402,0.1,0.85,0.15,0.15,0,0.3,619029.0525,71980.75,0,23475.45,6.155,820113.5,6111,320,25,52,12,9,11.17,7,91446,113.7,53.8,65.2,68,17.45,19.45,32.8,30.35,704456,17993,58397,14548,27756,331567,809,12300,1619,61471,70.3,68.5,2,6,1,0,1,1,1,1,1,11,0,1,2,15,1,3,"resources, local municipality priority differences",1.0364419071262698e-6,0.9229983435219637,2.1939646158732904,40.42940397883951,85.89737883841688,1.7739008076321143,7.120599770641503,748.15,69.4,West
Vermilion Parish,LA,189.59,2.245,26141.5,1970602.279,4.45,1.35,0.1,0.45,0.3,0.05,295043.6,491697.55,429236.679,7500,5.84,57884.5,22113,30,11,15,8,7,0.44,4,50193,98.2,51.5,82.5,70,28.25,39.65,19.65,12.45,47594,8333,1171,220,681,1381,7254,92212,79480,216019,82.2,82.3,7,22,1,0,1,1,1,1,0,NA,0,0,1,0,0,1,"resources, rural vs. urban divides (politics)",2.3322305625858393e-5,34.043695272482275,14.395909094835405,2.385785486615588,82.22235658941513,0.38006720279176637,2.022994065768902,1706.7375,82.25,South
Victoria County,TX,185.155,3.4050000000000002,36542.5,496741.8,0.45,0.6,0,0.2,0.15,0.05,0,28269.6,106568.6,2750,4.91,86759,48469,44,4,22,4,7,-0.82,3,57344,89.5,53.5,84.4,64,20,29.95,31.95,18.1,78192,5828,970,688,1114,38113,8,106,30,406,85.3,83.5,19,48,1,0,1,0,1,1,0,NA,1,0,1,0,1,1,"politics, state industry economic influences",6.915709033068615e-6,5.725536255604606,6.717458707453981,43.92973639622402,90.12552011895019,0.7930013024585345,1.1180396270127595,4.7,84.4,South
Volusia County,FL,392.12,8.27,257423,3503740.949,9.2,4.65,0.5,2.9,0.7,0,491374.55,1945522.9385,512535.9105,0,6.14,495641.5,12127,150,37,61,7,5,3.45,5,53554,90.5,58.4,81,79,13.75,32.05,33.55,20.65,422692,53139,7926,2092,8730,55217,6974,165047,69437,554592,82.8,81.1,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",9.381780984844894e-6,7.069103271215183,10.721257199003716,11.140511841724312,85.28180146335608,0.42207926495259174,1.5991397007716261,6064.4375,81.94999999999999,South
Wahkiakum County,WA,182.38,5.15,2112.5,1500,0,0.05,0,0,0,0.05,0,0,0,1500,9.565,3993.5,53069,2,1,6,1,9,3.25,5,61123,77.7,38.2,64.4,63,11.85,31.1,40,17.1,3768,12,23,57,118,108,65,268,335,674,61.8,59.9,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",1.25203455615375e-5,0.375610366846125,0.3004882934769,2.7043946412920996,94.35332415174659,1.4273193940152749,0.5759358958307249,4.2375,60.849999999999994,West
Wakulla County,FL,158.445,3.095,13093,16960.35,0.25,0.1,0.05,0,0,0,11385.85,0,0,0,4.635,30642,12129,15,4,11,0,5,1.95,4,58640,99.1,53.2,81.5,74,16.95,35.55,30.45,17,25377,4485,175,197,539,1016,159,4705,33700,42453,82.2,81.1,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",3.2634945499641016e-6,0.5535000979048365,14.636773056588995,3.315710462763527,82.81770119443901,0.642908426342928,0.5711115462437178,109.4125,81.65,South
Waldo County,ME,170.20999999999998,3.2249999999999996,22104.5,37492.25,0,0.55,0,0.5,0,0,0,37030.15,0,0,5.640000000000001,38790.5,23027,33,6,37,1,1,0.2,4,51073,86.8,19.4,68.3,75,11.6,35.5,26,26.85,37783,143,155,177,525,349,180,191,407,322,70,66.8,8,23,1,0,1,1,2,1,1,15,1,0,2,17,1,3,local political differences,1.4178729328057129e-5,0.9665317539088178,0.3686469625294853,0.8997048246348976,97.40271458217863,0.4562972892847476,0.39958237197251906,1.0625,68.4,Northeast
Walton County,FL,234.07999999999998,6.22,48702,99908.4105,0.05,0.25,0,0.15,0,0.05,0,80780.9105,0,3775,4.74,54875.5,12131,23,5,22,2,5,2.18,4,62600,105.7,52.3,81.4,74,17.45,30.4,29.75,22.35,49505,3209,509,507,1313,2921,1071,33477,39615,147880,82.4,80.8,5,12,1,0,1,0,2,1,1,0,0,0,1,12,0,2,"differences in risk perceptions, politics, local decisions favored",4.555767145629652e-6,1.8206378165119224,5.847782708130222,5.322958332953686,90.21330101775838,0.9239095771336936,0.9275541908501973,1353.3125,81.6,South
Washington County,ME,142.34,1.04,23245.5,18741.675,0,0.1,0,0.05,0,0,0,4118.55,0,0,7.775,32876,23029,45,11,56,2,1,2.69,5,39068,66.4,22.6,61.8,75,15.4,39.95,26.3,18.35,30407,145,159,1614,525,452,361,613,1612,1626,68.2,65.4,8,23,1,0,1,1,2,1,1,15,1,0,2,17,1,3,local political differences,3.041732570872369e-6,0.570071632802044,0.44105122277649345,1.3748631220343108,92.48996228251613,4.909356369388004,0.48363547876870666,0.175,72.5,Northeast
Washington County,NC,142.59,0.78,6463.5,10963.103500000001,0.3,0.25,0,0,0.05,0.15,0,0,4726.447,5021.6565,8.865,13147.5,37187,5,3,6,2,5,0.31,4,40157,70,42.5,79,78,23.2,37.4,27.85,11.55,6312,6646,39,62,169,466,305,1523,6125,5636,81,78.4,15,37,1,1,1,1,2,1,0,NA,0,1,1,0,1,2,politics,1.901502186727515e-5,0.8338546111428029,50.54953413196424,3.5444000760600876,48.009127210496295,0.47157254230842366,0.2966343411294923,6.1125,72.5,East
Washington County,RI,758.7,4.365,63322,289462.5075,1.25,1.15,0,0.3,0.1,0.5,0,100116.8,70333.85,21607.7025,5.6899999999999995,126447.5,44009,60,13,45,4,1,2.64,5,86450,122.8,28.3,69.9,67,8.25,24.4,26.55,40.8,119956,1603,2107,1156,2150,3026,1842,8947,16248,20242,74.9,70.1,17,44,1,1,1,0,2,1,1,7,0,1,2,3,1,3,resources,9.094683564325115e-6,2.289191225607466,1.267719804662014,2.3930880404911132,94.86624883845074,0.914213408726942,1.6663041973941755,49.925,72.5,Northeast
Westchester County,NY,883.94,3.21,372821.5,1363526.5535,0.15,1.9,0.05,0.4,0,1,2600,588832.8945,0,90510.55,4.91,947401,36119,397,46,116,60,2,0.8,4,101741,141.2,27,74.7,62,14.15,20.65,20.25,44.9,719053,148215,53834,7556,20399,207032,3617,42997,59921,119306,77.4,72.7,14,36,1,1,1,0,2,1,0,2,0,1,2,11,1,3,"politics, local decision-making favored",2.005486589100075e-6,1.4392285352242609,15.644378673866715,21.85262629024035,75.89742886064084,0.7975503509073771,5.682282370400707,742.3125,75.05000000000001,Northeast
Westmoreland County,VA,185.32999999999998,1.52,10826.5,13294.535,0,0.25,0,0.05,0,0.15,0,2093,0,11083.785,5.26,17442,51193,7,3,9,1,5,0.25,4,54885,71.8,35.4,76.9,72,23.1,33.6,27.05,16.25,11935,4921,102,111,385,1002,385,1654,1688,5046,80.6,77.3,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",1.4333218667583992e-5,0.762213908955395,28.21350762527233,5.744754041967664,68.42678591904598,0.6363949088407292,0.5847953216374269,41.975,78.94999999999999,East
Whatcom County,WA,776.6500000000001,4.98,93842,334980.60349999997,1.75,0.7,0.05,0.1,0.4,0.1,27500,41802.8535,258201.9,3730.85,6.43,200705,53073,95,9,61,26,9,5.26,6,68656,87.3,36.6,61.8,49,9.85,25.5,33.95,30.75,178060,2162,7311,6254,7328,15756,4569,21726,11722,44838,58.9,58.3,21,53,1,0,0,0,1,0,0,NA,0,0,1,9,1,1,"local resources, liability fears",3.4877058369248398e-6,1.6690197229765076,1.0772028599187862,7.850327595226824,88.71727161754815,3.11601604344685,3.642659624822501,413.95,58.599999999999994,West
Wicomico County,MD,304.57,2.685,42202.5,30059.45,0.1,0.45,0,0.2,0,0.1,0,16943.25,0,3277.5,6.135,98520.5,24045,42,9,15,6,5,-0.7,3,54351,62.7,37.5,77.3,72,16.05,33.35,26.05,24.55,69428,24173,2555,285,2292,4478,1555,14739,10283,27233,80.6,76.2,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",4.567577306245909e-6,0.3051085814627413,24.536010271973854,4.545246928304262,70.47061271512021,0.28927989606224086,2.59336889276851,211.875,78.4,East
Worcester County,MD,277.855,3.27,55909.5,37348.15,0.1,0.55,0.05,0.3,0,0.1,3505,26915.6,0,2982.05,8.855,51384.5,24047,17,9,21,2,5,0.34,4,65821,76,36.6,76.3,72,13.5,32.95,28.2,25.3,42849,7064,577,156,802,1622,2807,57840,67656,114049,80.2,75.9,9,24,1,0,0,0,2,0,0,NA,0,1,3,13,1,2,"resources, and political divides, perceived risk differences",1.0703616849439033e-5,0.7268368866097753,13.747336258988604,3.1565939145072925,83.38895970574785,0.30359349609317987,1.1229067131138768,579.9125,78.05000000000001,East
York County,ME,404.15,4.1850000000000005,108287.5,185030.4,0.65,0.45,0.05,0.25,0.1,0,87630,18197.75,75305.55,0,4.655,197924.5,23031,93,19,67,7,1,0.86,4,66803,113.6,21.5,68,75,10.15,32.5,29.7,27.7,190652,1139,2113,619,2605,2478,1876,9149,9029,20725,72.1,68.5,8,23,1,0,1,1,2,1,1,15,1,0,2,17,1,3,local political differences,2.2735942240601846e-6,0.9348534415901012,0.5754719602676779,1.2519925527158082,96.32561911233829,0.31274551659850097,1.0675787989864822,146.2,75.25,Northeast
York County,VA,470.275,1.795,27437,90827.2,0.25,0.15,0,0.1,0,0,0,90760.15,0,0,3.82,65209.5,51199,22,3,10,3,5,1.27,4,91535,119.7,40.6,78.2,72,6.8,20,30.95,42.25,50858,8899,3313,275,2106,2892,2525,32179,28908,119625,81,78.4,20,51,1,0,1,1,2,1,0,NA,0,1,2,13,0,2,"resources, and public perceptions",2.300278333678375e-6,1.3928522684578166,13.64678459426924,4.434936627331907,77.99170366280987,0.42171769450770213,5.080548079650971,1133.9625,75.25,East
